1,指令,0,160,A0,设置ADC：列地址与SEG驱动输出前向映射
2,指令,0,184,B8,设置页地址为0
3,指令,0,0,0,设置列地址为0
4,指令,0,448,1C0,设置左半屏起始行地址为0
5,指令,0,712,2C8,设置右半屏起始地地址为8
6,指令,0,169,A9,设置扫描占空比：1/32
7,指令,0,164,A4,关闭静态驱动
8,指令,0,175,AF,打开显示
9,数据,0,32,20,以下写入“join”字模
10,数据,0,64,40,
11,数据,0,68,44,
12,数据,0,61,3D,
13,数据,0,0,0,
14,数据,0,0,0,
15,数据,0,0,0,
16,数据,0,56,38,
17,数据,0,68,44,
18,数据,0,68,44,
19,数据,0,68,44,
20,数据,0,56,38,
21,数据,0,0,0,
22,数据,0,0,0,
23,数据,0,0,0,
24,数据,0,68,44,
25,数据,0,125,7D,
26,数据,0,64,40,
27,数据,0,0,0,
28,数据,0,0,0,
29,数据,0,0,0,
30,数据,0,124,7C,
31,数据,0,8,8,
32,数据,0,4,4,
33,数据,0,4,4,
34,数据,0,120,78,
35,数据,0,0,0,
36,数据,0,0,0,
37,指令,0,185,B9,#NAME?
38,指令,0,8,8,------------------------
39,数据,0,60,3C,
40,数据,0,64,40,
41,数据,0,56,38,
42,数据,0,64,40,
43,数据,0,60,3C,
44,数据,0,0,0,
45,数据,0,0,0,
46,数据,0,56,38,
47,数据,0,84,54,
48,数据,0,84,54,
49,数据,0,84,54,
50,数据,0,24,18,
51,数据,0,0,0,
52,数据,0,0,0,
53,数据,0,0,0,
54,数据,0,68,44,
55,数据,0,125,7D,
56,数据,0,64,40,
57,数据,0,0,0,
58,数据,0,0,0,
59,数据,0,0,0,
60,数据,0,68,44,
61,数据,0,40,28,
62,数据,0,16,10,
63,数据,0,40,28,
64,数据,0,68,44,
65,数据,0,0,0,
66,数据,0,0,0,
67,数据,0,0,0,
68,数据,0,68,44,
69,数据,0,125,7D,
70,数据,0,64,40,
71,数据,0,0,0,
72,数据,0,0,0,
73,数据,0,0,0,
74,数据,0,124,7C,
75,数据,0,8,8,
76,数据,0,4,4,
77,数据,0,4,4,
78,数据,0,120,78,
79,指令,0,186,BA,#NAME?
80,指令,0,31,1F,---------------------
81,数据,0,0,0,
82,数据,0,124,7C,
83,数据,0,4,4,
84,数据,0,24,18,
85,数据,0,4,4,
86,数据,0,120,78,
87,数据,0,0,0,
88,数据,0,0,0,
89,数据,0,124,7C,
90,数据,0,20,14,
91,数据,0,20,14,
92,数据,0,20,14,
93,数据,0,8,8,
94,指令,0,187,BB,-----------------------------
95,指令,0,13,D,------------------------------
96,数据,0,56,38,
97,数据,0,68,44,
98,数据,0,68,44,
99,数据,0,72,48,
100,数据,0,127,7F,
101,数据,0,0,0,
102,数据,0,0,0,
103,数据,0,68,44,
104,数据,0,100,64,
105,数据,0,84,54,
106,数据,0,76,4C,
107,数据,0,68,44,
108,数据,0,0,0,
109,数据,0,0,0,
110,数据,0,68,44,
111,数据,0,100,64,
112,数据,0,84,54,
113,数据,0,76,4C,
114,数据,0,68,44,
115,数据,0,0,0,
116,数据,0,0,0,
117,数据,0,68,44,
118,数据,0,100,64,
119,数据,0,84,54,
120,数据,0,76,4C,
121,数据,0,68,44,
122,数据,0,0,0,
123,数据,0,0,0,
124,数据,0,68,44,
125,数据,0,100,64,
126,数据,0,84,54,
127,数据,0,76,4C,
128,数据,0,68,44,
129,数据,0,0,0,
130,数据,0,0,0,
131,数据,0,56,38,
132,数据,0,68,44,
133,数据,0,68,44,
134,数据,0,68,44,
135,数据,0,32,20,
136,数据,0,0,0,
137,数据,0,0,0,
138,数据,0,124,7C,
139,数据,0,8,8,
140,数据,0,4,4,
141,数据,0,4,4,
142,数据,0,120,78,
143,数据,0,0,0,
144,数据,0,0,0,
145,数据,0,0,0,
