1,指令,0,162,A2,设置LCD偏压：1/9
2,指令,0,160,A0,设置列地址与SEG引脚为前向映射关系
3,指令,0,200,C8,设置行地址与COM引脚为前向映射关系
4,指令,0,39,27,设置电阻分压比
5,指令,0,129,81,进入电子容量设置模式（双字节指令）
6,指令,0,32,20,设置电子容量
7,指令,0,47,2F,设置内部电源：打开升压、调压、跟随电路
8,指令,0,64,40,设置起始行为0
9,指令,0,176,B0,设置页地址为0
10,指令,0,16,10,设置列地址为0（双字节指令）：高4位列地址置0
11,指令,0,0,0,低4位列地址置0
12,指令,0,175,AF,打开显示
13,数据,0,32,20,以下写入“join”字模
14,数据,0,64,40,
15,数据,0,68,44,
16,数据,0,61,3D,
17,数据,0,0,0,
18,数据,0,0,0,
19,数据,0,0,0,
20,数据,0,56,38,
21,数据,0,68,44,
22,数据,0,68,44,
23,数据,0,68,44,
24,数据,0,56,38,
25,数据,0,0,0,
26,数据,0,0,0,
27,数据,0,0,0,
28,数据,0,68,44,
29,数据,0,125,7D,
30,数据,0,64,40,
31,数据,0,0,0,
32,数据,0,0,0,
33,数据,0,0,0,
34,数据,0,124,7C,
35,数据,0,8,8,
36,数据,0,4,4,
37,数据,0,4,4,
38,数据,0,120,78,
39,数据,0,0,0,
40,数据,0,0,0,
41,指令,0,178,B2,--------------------WEIXIN
42,指令,0,18,12,
43,指令,0,0,0,
44,数据,0,60,3C,
45,数据,0,64,40,
46,数据,0,56,38,
47,数据,0,64,40,
48,数据,0,60,3C,
49,数据,0,0,0,
50,数据,0,0,0,
51,数据,0,56,38,
52,数据,0,84,54,
53,数据,0,84,54,
54,数据,0,84,54,
55,数据,0,24,18,
56,数据,0,0,0,
57,数据,0,0,0,
58,数据,0,0,0,
59,数据,0,68,44,
60,数据,0,125,7D,
61,数据,0,64,40,
62,数据,0,0,0,
63,数据,0,0,0,
64,数据,0,0,0,
65,数据,0,68,44,
66,数据,0,40,28,
67,数据,0,16,10,
68,数据,0,40,28,
69,数据,0,68,44,
70,数据,0,0,0,
71,数据,0,0,0,
72,数据,0,0,0,
73,数据,0,68,44,
74,数据,0,125,7D,
75,数据,0,64,40,
76,数据,0,0,0,
77,数据,0,0,0,
78,数据,0,0,0,
79,数据,0,124,7C,
80,数据,0,8,8,
81,数据,0,4,4,
82,数据,0,4,4,
83,数据,0,120,78,
84,指令,0,180,B4,---MP
85,指令,0,20,14,
86,指令,0,0,0,
87,数据,0,124,7C,
88,数据,0,4,4,
89,数据,0,24,18,
90,数据,0,4,4,
91,数据,0,120,78,
92,数据,0,0,0,
93,数据,0,0,0,
94,数据,0,124,7C,
95,数据,0,20,14,
96,数据,0,20,14,
97,数据,0,20,14,
98,数据,0,8,8,
99,指令,0,182,B6,DZZZZCN
100,指令,0,21,15,
101,指令,0,0,0,
102,数据,0,56,38,
103,数据,0,68,44,
104,数据,0,68,44,
105,数据,0,72,48,
106,数据,0,127,7F,
107,数据,0,0,0,
108,数据,0,0,0,
109,数据,0,68,44,
110,数据,0,100,64,
111,数据,0,84,54,
112,数据,0,76,4C,
113,数据,0,68,44,
114,数据,0,0,0,
115,数据,0,0,0,
116,数据,0,68,44,
117,数据,0,100,64,
118,数据,0,84,54,
119,数据,0,76,4C,
120,数据,0,68,44,
121,数据,0,0,0,
122,数据,0,0,0,
123,数据,0,68,44,
124,数据,0,100,64,
125,数据,0,84,54,
126,数据,0,76,4C,
127,数据,0,68,44,
128,数据,0,0,0,
129,数据,0,0,0,
130,数据,0,68,44,
131,数据,0,100,64,
132,数据,0,84,54,
133,数据,0,76,4C,
134,数据,0,68,44,
135,数据,0,0,0,
136,数据,0,0,0,
137,数据,0,56,38,
138,数据,0,68,44,
139,数据,0,68,44,
140,数据,0,68,44,
141,数据,0,32,20,
142,数据,0,0,0,
143,数据,0,0,0,
144,数据,0,124,7C,
145,数据,0,8,8,
146,数据,0,4,4,
147,数据,0,4,4,
148,数据,0,120,78,
149,数据,0,0,0,0
